,California,Daily CA,7-day CA,Texas,Daily TX,7-day TX,Florida,Daily FL,7-day FL,New York,Daily NY,7-day NY,Pennsylvania,Daily PA,7-day PA
2/15/20,8.0,0.0,0.27999999999999936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/16/20,8.0,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/17/20,8.0,0.0,0.28000000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/18/20,8.0,0.0,0.15000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/19/20,8.0,0.0,0.13999999999999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/20/20,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/21/20,10.0,2.0,0.28999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/22/20,10.0,0.0,0.28000000000000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/23/20,10.0,0.0,0.28999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/24/20,10.0,0.0,0.28000000000000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/25/20,10.0,0.0,0.28999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/26/20,10.0,0.0,0.28000000000000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/27/20,11.0,1.0,0.4299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/28/20,11.0,0.0,0.14999999999999858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/29/20,12.0,1.0,0.28000000000000114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/20,12.0,0.0,0.28999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/2/20,21.0,9.0,1.5700000000000003,0.0,0.0,0.0,1.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
3/3/20,25.0,4.0,2.1400000000000006,0.0,0.0,0.0,2.0,1.0,0.29,1.0,1.0,0.14,0.0,0.0,0.0
3/4/20,35.0,10.0,3.5700000000000003,0.0,0.0,0.0,2.0,0.0,0.27999999999999997,10.0,9.0,1.4300000000000002,0.0,0.0,0.0
3/5/20,51.0,16.0,5.719999999999999,3.0,3.0,0.43,3.0,1.0,0.42999999999999994,21.0,11.0,3.0,0.0,0.0,0.0
3/6/20,59.0,8.0,6.850000000000001,4.0,1.0,0.5700000000000001,3.0,0.0,0.43000000000000016,24.0,3.0,3.4299999999999997,2.0,2.0,0.29
3/7/20,81.0,22.0,9.86,8.0,4.0,1.1400000000000001,7.0,4.0,0.9999999999999998,76.0,52.0,10.86,2.0,0.0,0.27999999999999997
3/8/20,95.0,14.0,11.86,11.0,3.0,1.5699999999999998,10.0,3.0,1.4300000000000002,105.0,29.0,15.0,6.0,4.0,0.86
3/9/20,101.0,6.0,11.43,13.0,2.0,1.8600000000000003,13.0,3.0,1.71,138.0,33.0,19.71,7.0,1.0,1.0000000000000002
3/10/20,144.0,43.0,17.0,16.0,3.0,2.29,15.0,2.0,1.8600000000000003,152.0,14.0,21.57,12.0,5.0,1.7099999999999995
3/11/20,178.0,34.0,20.430000000000007,21.0,5.0,2.999999999999999,24.0,9.0,3.1400000000000006,216.0,64.0,29.429999999999993,16.0,4.0,2.29
3/12/20,221.0,43.0,24.279999999999987,27.0,6.0,3.4299999999999997,30.0,6.0,3.8599999999999994,296.0,80.0,39.29000000000002,22.0,6.0,3.1400000000000006
3/13/20,281.0,60.0,31.72,44.0,17.0,5.710000000000001,50.0,20.0,6.719999999999999,379.0,83.0,50.70999999999998,41.0,19.0,5.57
3/14/20,372.0,91.0,41.57000000000002,60.0,16.0,7.43,76.0,26.0,9.850000000000001,557.0,178.0,68.72000000000003,47.0,6.0,6.43
3/15/20,373.0,1.0,39.70999999999998,63.0,3.0,7.43,100.0,24.0,12.86,633.0,76.0,75.41999999999996,47.0,0.0,5.859999999999999
3/16/20,557.0,184.0,65.13999999999999,85.0,22.0,10.280000000000001,101.0,1.0,12.57,961.0,328.0,117.58000000000004,79.0,32.0,10.280000000000001
3/17/20,700.0,143.0,79.43,110.0,25.0,13.43,190.0,89.0,24.999999999999993,1407.0,446.0,179.28000000000003,112.0,33.0,14.29
3/18/20,831.0,131.0,93.29000000000002,196.0,86.0,24.999999999999993,306.0,116.0,40.290000000000006,2507.0,1100.0,327.28999999999996,155.0,43.0,19.86
3/19/20,1009.0,178.0,112.57,306.0,110.0,39.860000000000014,432.0,126.0,57.42999999999999,4221.0,1714.0,560.7099999999999,206.0,51.0,26.28
3/20/20,1243.0,234.0,137.42999999999995,429.0,123.0,55.0,564.0,132.0,73.42000000000002,7660.0,3439.0,1040.14,311.0,105.0,38.57000000000001
3/21/20,1412.0,169.0,148.57000000000005,582.0,153.0,74.57,763.0,199.0,98.15,10410.0,2750.0,1407.58,399.0,88.0,50.28999999999999
3/22/20,1651.0,239.0,182.56999999999994,643.0,61.0,82.86000000000001,1004.0,241.0,129.14,15191.0,4781.0,2079.71,509.0,110.0,66.0
3/23/20,2113.0,462.0,222.28999999999996,758.0,115.0,96.13999999999999,1227.0,223.0,160.86,20884.0,5693.0,2846.1399999999994,698.0,189.0,88.43
3/24/20,2542.0,429.0,263.1400000000001,955.0,197.0,120.71000000000004,1412.0,185.0,174.56999999999994,25681.0,4797.0,3467.720000000001,946.0,248.0,119.13999999999999
3/25/20,3009.0,467.0,311.1400000000001,1229.0,274.0,147.57999999999993,1682.0,270.0,196.57000000000005,30841.0,5160.0,4047.709999999999,1260.0,314.0,157.85999999999996
3/26/20,3910.0,901.0,414.43000000000006,1563.0,334.0,179.57000000000005,2357.0,675.0,275.0,37397.0,6556.0,4739.43,1795.0,535.0,227.0
3/27/20,4679.0,769.0,490.8599999999997,1937.0,374.0,215.42999999999995,2900.0,543.0,333.71000000000004,44701.0,7304.0,5291.57,2345.0,550.0,290.57000000000005
3/28/20,5110.0,431.0,528.2800000000002,2455.0,518.0,267.56999999999994,3763.0,863.0,428.5799999999999,52400.0,7699.0,5998.57,2845.0,500.0,349.43000000000006
3/29/20,5863.0,753.0,601.7199999999998,2792.0,337.0,307.0,4246.0,483.0,463.1399999999999,59648.0,7248.0,6351.0,3432.0,587.0,417.56999999999994
3/30/20,7155.0,1292.0,720.2800000000002,3147.0,355.0,341.2800000000002,5473.0,1227.0,606.5700000000002,66663.0,7015.0,6539.860000000001,4155.0,723.0,493.8600000000001
3/31/20,8233.0,1078.0,813.0,3809.0,662.0,407.72,6741.0,1268.0,761.29,75853.0,9190.0,7167.43,4963.0,808.0,573.8499999999999
4/1/20,9410.0,1177.0,914.4300000000003,4355.0,546.0,446.5699999999997,6956.0,215.0,753.4200000000001,83948.0,8095.0,7586.709999999999,6009.0,1046.0,678.4299999999998
4/2/20,10790.0,1380.0,982.8599999999997,5069.0,714.0,500.8600000000001,9008.0,2052.0,950.1499999999996,92506.0,8558.0,7872.720000000001,7268.0,1259.0,781.8600000000001
